date,description,amount
2025-07-16,Chipotle Mexican Grill,-74.05
2026-05-13,Hotel Stay,-102.07
2025-10-10,Electric Bill,-267.78
2026-01-21,Parking Fee,-311.35
2026-01-27,Software Subscription,-166.16
2025-10-18,Apple iTunes,-367.54
2026-05-15,Starbucks Coffee,-218.11
2026-05-26,Internet Service,-340.93
2025-12-13,Rent Payment,-1380.97
2026-05-11,Rent Payment,-1552.42
2026-04-24,Shell Gas Station,-316.57
2025-09-11,Walmart Supercenter,-345.01
2025-12-31,Target Store,-236.22
2025-08-24,Rent Payment,-1557.01
2026-03-03,Insurance Premium,-38.04
2025-09-03,Walmart Supercenter,-255.81
2025-07-17,Whole Foods Market,-82.75
2026-04-30,CVS Pharmacy,-468.16
2025-07-06,Parking Fee,-181.11
2025-08-02,Parking Fee,-103.48
2026-03-27,Target Store,-61.35
2025-08-14,Rent Payment,-1877.97
2026-02-21,Gas Station,-236.28
2025-08-17,Amazon Purchase,-263.85
2025-09-08,Gym Membership,-216.05
2025-11-21,Internet Service,-305.12
2026-01-30,Starbucks Coffee,-111.73
2025-12-11,Restaurant Dinner,-33.07
2025-10-14,Software Subscription,-394.05
2026-04-07,Rent Payment,-2201.49
2026-03-24,Internet Service,-213.4
2025-10-10,Payroll Direct Deposit,7338.13
2026-03-08,Starbucks Coffee,-456.6
2026-05-29,Payroll Direct Deposit,4016.6
2025-08-10,Dental Cleaning,-240.87
2026-01-28,Amazon Purchase,-31.19
2025-11-07,Rent Payment,-2164.63
2025-12-05,Starbucks Coffee,-414.76
2026-02-01,Dental Cleaning,-393.78
2026-05-16,CVS Pharmacy,-352.31
2026-04-17,Restaurant Dinner,-196.36
2025-08-15,Parking Fee,-422.29
2026-04-13,Insurance Premium,-21.65
2025-08-09,Chipotle Mexican Grill,-60.16
2026-03-07,Grocery Store,-233.4
2025-08-23,Netflix Subscription,-109.1
2025-07-07,Insurance Premium,-332.53
2026-01-28,Grocery Store,-163.18
2026-02-23,Payroll Direct Deposit,6881.14
2025-11-13,Shell Gas Station,-16.69
2026-03-18,Rent Payment,-2548.33
2025-08-07,Starbucks Coffee,-442.36
2026-02-23,Software Subscription,-228.38
2026-02-25,Uber Ride,-468.21
2026-02-28,Restaurant Dinner,-259.95
2025-08-03,Flight Booking,-279.39
2026-04-23,Payroll Direct Deposit,7904.85
2026-04-09,Flight Booking,-316.26
2026-05-09,Starbucks Coffee,-146.14
2025-10-05,Electric Bill,-411.95
2025-09-29,Spotify Premium,-295.71
2026-01-18,Uber Ride,-306.36
2025-08-28,Parking Fee,-201.86
2026-03-08,Grocery Store,-164.26
2026-04-05,Parking Fee,-445.33
2025-07-04,Whole Foods Market,-299.19
2025-12-20,Rent Payment,-1880.44
2025-12-21,Parking Fee,-107.9
2025-07-01,Dental Cleaning,-255.03
2025-10-14,Home Depot,-37.09
2025-10-08,Apple iTunes,-234.35
2026-02-06,Spotify Premium,-388.55
2025-07-31,Hotel Stay,-313.37
2026-03-21,Spotify Premium,-275.55
2025-07-05,Payroll Direct Deposit,4349.62
2026-02-02,Uber Ride,-320.13
2025-07-17,Apple iTunes,-181.28
2025-12-21,Shell Gas Station,-26.87
2025-11-19,Gym Membership,-332.25
2026-03-07,Whole Foods Market,-84.69
2026-04-25,Parking Fee,-205.94
2025-12-14,Spotify Premium,-459.96
2025-11-11,Whole Foods Market,-100.9
2026-05-07,Target Store,-112.96
2026-02-21,Apple iTunes,-469.39
2026-01-06,Insurance Premium,-263.07
2025-10-10,Uber Ride,-239.28
2026-02-06,Gas Station,-447.94
2026-01-18,Electric Bill,-7.69
2025-07-23,Whole Foods Market,-22.29
2025-12-18,Home Depot,-429.9
2026-04-27,Hotel Stay,-457.88
2025-08-31,Restaurant Dinner,-385.48
2025-10-10,Insurance Premium,-42.16
2025-12-01,Apple iTunes,-101.06
2025-11-21,Gym Membership,-86.84
2026-04-30,Software Subscription,-77.05
2025-09-18,Home Depot,-478.47
2025-07-12,Payroll Direct Deposit,6785.25
2026-03-31,Grocery Store,-349.74
2026-03-04,Gas Station,-360.34
2025-09-23,Uber Ride,-272.98
2025-12-02,Starbucks Coffee,-453.76
2025-07-04,Internet Service,-420.41
2026-03-26,Chipotle Mexican Grill,-83.52
2025-07-29,Grocery Store,-278.47
2026-03-13,Uber Ride,-387.19
2026-05-09,Apple iTunes,-295.09
2025-08-18,Restaurant Dinner,-138.92
2026-01-18,Gym Membership,-24.87
2026-04-24,Insurance Premium,-293.88
2025-08-23,Apple iTunes,-15.44
2026-03-24,Software Subscription,-45.3
2025-11-01,Walmart Supercenter,-113.41
2026-05-31,Electric Bill,-20.32
2025-08-23,Target Store,-402.7
2025-09-10,Dental Cleaning,-390.02
2026-01-14,Walmart Supercenter,-309.75
2026-05-28,Shell Gas Station,-184.13
2025-11-07,Netflix Subscription,-484.6
2026-04-07,Rent Payment,-2820.37
2025-11-16,Home Depot,-382.94
2025-10-17,Insurance Premium,-149.94
2025-07-03,Flight Booking,-264.57
2026-04-28,Hotel Stay,-11.56
2025-08-22,Uber Ride,-370.09
2025-11-08,Restaurant Dinner,-437.16
2026-04-13,Spotify Premium,-235.22
2026-04-25,Electric Bill,-312.7
2026-01-18,Apple iTunes,-186.16
2025-08-04,Software Subscription,-267.43
2026-03-20,Gas Station,-493.04
2025-07-28,Internet Service,-216.21
2025-07-21,Gas Station,-366.15
2025-10-09,Walmart Supercenter,-208.17
2025-12-10,Starbucks Coffee,-344.6
2025-09-13,Grocery Store,-165.55
2026-02-04,Netflix Subscription,-184.03
2025-11-03,Target Store,-231.55
2025-11-23,Insurance Premium,-323.95
2025-09-07,Electric Bill,-82.54
2026-03-02,Amazon Purchase,-116.41
2025-08-02,Chipotle Mexican Grill,-122.43
2026-02-04,Gas Station,-242.12
2026-03-04,Uber Ride,-491.13
2025-09-25,Doctor Visit Copay,-379.55
2025-07-26,Uber Ride,-486.68
2025-12-28,Chipotle Mexican Grill,-23.11
2025-09-12,Whole Foods Market,-126.29
2026-01-11,Shell Gas Station,-65.21
2025-09-12,Internet Service,-451.6
2025-09-08,Apple iTunes,-251.62
2026-05-27,CVS Pharmacy,-318.56
2026-03-18,Grocery Store,-27.21
2026-03-08,Home Depot,-72.63
2025-10-18,Gas Station,-71.25
2026-01-23,Grocery Store,-48.5
2026-01-26,Home Depot,-475.09
2026-03-12,Apple iTunes,-315.83
2026-03-04,Doctor Visit Copay,-175.1
2026-02-19,Shell Gas Station,-28.56
2025-07-10,Netflix Subscription,-59.26
2025-07-31,Electric Bill,-292.07
2026-03-04,Gym Membership,-159.62
2025-12-01,Software Subscription,-424.99
2025-12-16,Doctor Visit Copay,-467.7
2025-09-04,Flight Booking,-376.78
2025-09-25,Parking Fee,-75.83
2026-04-24,Payroll Direct Deposit,3933.75
2025-11-18,Uber Ride,-5.86
2025-08-07,Dental Cleaning,-217.52
2026-04-16,Walmart Supercenter,-341.12
2026-02-11,Starbucks Coffee,-104.15
2025-10-19,Grocery Store,-350.82
2025-08-15,Restaurant Dinner,-303.19
2026-04-01,Parking Fee,-83.25
2026-05-09,Shell Gas Station,-339.22
2026-05-08,Software Subscription,-481.53
2026-02-17,Insurance Premium,-404.76
2025-10-31,Spotify Premium,-38.76
2025-07-22,Rent Payment,-2892.33
2026-05-27,Shell Gas Station,-252.17
2025-07-09,Target Store,-481.23
2026-01-31,Rent Payment,-1223.16
2025-09-09,Netflix Subscription,-223.26
2026-02-08,Gas Station,-474.16
2026-03-17,Apple iTunes,-146.97
2026-01-18,Dental Cleaning,-330.59
2026-03-17,Gas Station,-464.62
2026-02-26,Electric Bill,-48.39
2025-08-26,Amazon Purchase,-247.85
2026-03-23,Insurance Premium,-298.25
2025-08-10,Doctor Visit Copay,-309.81
2025-07-12,Doctor Visit Copay,-195.06
2026-01-17,Restaurant Dinner,-231.24
2026-01-28,Starbucks Coffee,-36.66
2025-08-20,Dental Cleaning,-333.22
2025-09-03,Whole Foods Market,-440.43
2026-01-08,Uber Ride,-76.13
2026-01-08,Gas Station,-379.76
2026-01-22,Netflix Subscription,-71.98
2026-03-19,Grocery Store,-262.13
2026-01-15,Parking Fee,-343.51
2025-10-17,Netflix Subscription,-405.14
2025-09-26,Chipotle Mexican Grill,-394.6
2025-11-04,Dental Cleaning,-30.85
2025-11-06,Amazon Purchase,-38.28
2025-07-08,Restaurant Dinner,-142.72
2026-01-03,Starbucks Coffee,-484.65
2025-10-30,Hotel Stay,-189.91
2026-04-23,Grocery Store,-137.65
2025-09-14,Dental Cleaning,-267.1
2025-12-24,Rent Payment,-1397.97
2026-04-16,Gas Station,-475.34
2026-05-30,CVS Pharmacy,-285.71
2025-10-11,Parking Fee,-196.14
2025-12-31,Uber Ride,-147.85
2025-11-30,Payroll Direct Deposit,6020.71
2025-12-31,Gas Station,-429.22
2026-04-30,Dental Cleaning,-367.97
2025-08-28,Hotel Stay,-283.87
2025-12-27,Gas Station,-302.42
2025-07-21,Apple iTunes,-413.71
2026-04-03,Rent Payment,-2145.32
2025-07-08,Shell Gas Station,-426.9
2026-01-02,Insurance Premium,-335.72
2025-07-11,Internet Service,-457.54
2026-05-08,Chipotle Mexican Grill,-407.37
2025-12-18,Whole Foods Market,-473.23
2026-02-20,Starbucks Coffee,-93.1
2026-05-27,Doctor Visit Copay,-316.48
2025-10-31,Internet Service,-365.98
2026-03-05,Shell Gas Station,-10.74
2026-05-24,Dental Cleaning,-482.86
2025-11-15,Shell Gas Station,-273.89
2026-03-03,Amazon Purchase,-436.51
2025-09-09,Gym Membership,-61.61
2025-07-19,Internet Service,-119.18
2026-02-07,Electric Bill,-277.96
2026-01-13,Rent Payment,-1877.67
2025-07-04,Rent Payment,-2087.4
2026-02-24,Apple iTunes,-438.04
2025-11-01,Apple iTunes,-263.14
2026-05-22,Electric Bill,-432.76
2025-08-18,Netflix Subscription,-162.27
2025-08-14,Insurance Premium,-422.28
2025-12-13,Home Depot,-413.68
2026-02-14,Parking Fee,-341.55
2025-09-23,Software Subscription,-50.55
2026-05-02,Internet Service,-28.3
2025-07-27,Grocery Store,-487.99
2025-08-23,Rent Payment,-1599.19
2025-11-03,Whole Foods Market,-69.65
2025-07-25,Walmart Supercenter,-389.7
2026-05-29,Dental Cleaning,-398.28
2025-07-13,Internet Service,-420.92
2026-03-03,Whole Foods Market,-459.87
2025-07-05,Shell Gas Station,-400.38
2025-11-10,CVS Pharmacy,-150.48
2026-02-14,Home Depot,-309.36
2025-11-12,Amazon Purchase,-264.8
2026-05-02,Netflix Subscription,-235.25
2025-12-06,Gym Membership,-82.68
2025-08-20,Dental Cleaning,-146.28
2026-01-14,Flight Booking,-195.4
2026-03-06,Whole Foods Market,-422.94
2025-07-01,Rent Payment,-2676.46
2025-12-06,Electric Bill,-482.99
2026-03-27,Grocery Store,-380.11
2026-02-16,Rent Payment,-2800.05
2026-01-31,Starbucks Coffee,-132.91
2025-09-12,Hotel Stay,-405.79
2025-12-05,Amazon Purchase,-276.78
2025-12-18,Internet Service,-298.87
2025-12-02,Uber Ride,-380.42
2026-05-10,Payroll Direct Deposit,5937.51
2026-03-20,Apple iTunes,-423.32
2025-07-20,Walmart Supercenter,-30.56
2025-08-09,Shell Gas Station,-386.52
2025-08-03,Electric Bill,-481.64
2025-11-12,Target Store,-23.57
2026-05-19,Target Store,-151.07
2025-09-26,Electric Bill,-171.92
2026-05-08,Parking Fee,-478.3
2025-10-15,Walmart Supercenter,-486.51
2025-09-30,Starbucks Coffee,-100.06
2025-08-22,Gas Station,-395.32
2026-01-10,Insurance Premium,-425.26
2026-03-01,Netflix Subscription,-26.15
2026-02-08,Electric Bill,-229.98
2025-10-27,Parking Fee,-95.75
2026-04-19,Gym Membership,-483.79
2026-04-29,Electric Bill,-283.21
2026-02-03,Insurance Premium,-118.78
2025-08-09,Dental Cleaning,-261.28
2025-08-18,Starbucks Coffee,-44.38
2025-09-10,Rent Payment,-2896.13
2025-09-01,Chipotle Mexican Grill,-208.96
2026-03-14,Parking Fee,-50.34
2025-10-08,Rent Payment,-1356.44
2025-08-10,Restaurant Dinner,-428.54
2026-04-27,Insurance Premium,-311.97
2025-12-09,Insurance Premium,-144.59
2026-02-27,Internet Service,-267.72
2026-02-16,Payroll Direct Deposit,6999.48
2025-08-08,Hotel Stay,-63.68
2025-09-21,Shell Gas Station,-215.66
2025-11-13,Hotel Stay,-21.57
2025-12-05,Flight Booking,-23.78
2026-05-24,Hotel Stay,-379.4
2025-11-14,Flight Booking,-359.02
2026-05-30,Rent Payment,-2697.32
2026-03-12,Hotel Stay,-182.34
2026-02-19,Amazon Purchase,-308.24
2025-07-30,Grocery Store,-431.57
2025-11-28,Shell Gas Station,-49.32
2025-09-13,Grocery Store,-383.89
2025-10-12,Internet Service,-469.23
2025-08-22,Gas Station,-486.6
2025-10-30,Netflix Subscription,-324.39
2025-12-26,Restaurant Dinner,-362.6
2025-08-22,Target Store,-275.74
2025-12-26,Grocery Store,-393.07
2025-07-05,Insurance Premium,-60.5
2025-09-21,Hotel Stay,-96.98
2025-12-22,Spotify Premium,-140.92
2026-05-01,Shell Gas Station,-60.56
2026-01-27,Target Store,-445.27
2025-10-28,Hotel Stay,-57.04
2026-05-18,Electric Bill,-24.43
2025-11-20,Internet Service,-133.9
2025-12-11,Hotel Stay,-277.39
2025-07-15,Gym Membership,-69.05
2025-07-17,Hotel Stay,-378.58
2026-03-06,Dental Cleaning,-363.26
2026-04-28,Flight Booking,-98.52
2025-07-05,Shell Gas Station,-7.4
2025-11-24,Whole Foods Market,-490.11
2025-07-12,Software Subscription,-76.35
2025-10-18,Payroll Direct Deposit,3174.7
2025-11-25,Grocery Store,-398.23
2025-10-08,Starbucks Coffee,-32.43
2026-03-29,Netflix Subscription,-178.18
2025-11-15,Chipotle Mexican Grill,-276.08
2026-04-16,Spotify Premium,-168.99
2026-02-03,Chipotle Mexican Grill,-97.84
2025-08-28,Doctor Visit Copay,-462.03
2026-04-29,CVS Pharmacy,-284.74
2026-02-22,Hotel Stay,-366.1
2025-08-19,Rent Payment,-2945.95
2025-07-13,Walmart Supercenter,-256.72
2025-08-21,Dental Cleaning,-371.36
2026-04-27,Hotel Stay,-365.35
2025-11-06,Grocery Store,-255.93
2025-07-29,Dental Cleaning,-436.64
2026-05-28,Rent Payment,-2492.45
2025-07-06,Parking Fee,-61.98
2025-07-13,Walmart Supercenter,-58.35
2026-03-29,Home Depot,-108.63
2026-01-14,Grocery Store,-56.37
2026-02-17,Dental Cleaning,-152.59
2026-01-21,Electric Bill,-241.54
2026-02-07,Chipotle Mexican Grill,-153.09
2025-09-27,Grocery Store,-8.1
2025-12-22,Flight Booking,-442.52
2026-05-01,Netflix Subscription,-48.19
2025-12-21,Home Depot,-421.14
2026-03-20,Whole Foods Market,-179.93
2026-02-18,Starbucks Coffee,-47.31
2026-04-15,Shell Gas Station,-26.36
2025-07-06,Starbucks Coffee,-389.75
2025-10-10,CVS Pharmacy,-389.55
2025-12-08,Shell Gas Station,-71.5
2026-02-27,Spotify Premium,-488.15
2026-04-27,Parking Fee,-249.17
2026-03-07,Rent Payment,-1322.2
2025-11-07,Flight Booking,-83.61
2025-10-12,Apple iTunes,-57.23
2025-12-08,Gas Station,-11.18
2026-05-18,Chipotle Mexican Grill,-168.22
2025-08-28,Payroll Direct Deposit,7212.81
2025-10-19,Home Depot,-157.54
2026-01-01,Insurance Premium,-154.98
2026-04-11,Doctor Visit Copay,-146.08
2025-09-08,Flight Booking,-387.76
2025-12-27,Flight Booking,-159.92
2025-12-09,Amazon Purchase,-44.48
2025-08-24,Shell Gas Station,-229.66
2026-01-14,Grocery Store,-61.82
2026-05-20,Internet Service,-33.61
2025-08-05,Gas Station,-257.64
2026-01-15,Dental Cleaning,-84.64
2025-10-05,Doctor Visit Copay,-165.03
2025-09-23,Walmart Supercenter,-41.18
2026-05-19,Gas Station,-53.69
2025-11-26,Software Subscription,-355.45
2025-07-27,Dental Cleaning,-265.2
2026-01-07,Uber Ride,-177.96
2026-04-11,Flight Booking,-484.71
2025-07-14,Doctor Visit Copay,-67.62
2025-11-16,Whole Foods Market,-26.4
2025-12-06,Chipotle Mexican Grill,-142.62
2025-09-08,Home Depot,-175.99
2026-03-19,Netflix Subscription,-58.97
2025-12-13,Grocery Store,-57.42
2026-03-05,Netflix Subscription,-133.03
2026-03-30,Netflix Subscription,-183.75
2026-03-11,Uber Ride,-127.1
2026-03-04,Starbucks Coffee,-315.33
2026-04-24,Rent Payment,-2411.64
2025-10-10,Home Depot,-471.22
2026-01-03,Dental Cleaning,-311.6
2025-12-01,Shell Gas Station,-446.21
2025-07-15,Internet Service,-21.33
2026-02-15,Shell Gas Station,-401.08
2025-07-21,Rent Payment,-2644.22
2025-08-18,Chipotle Mexican Grill,-437.16
2025-11-29,Electric Bill,-85.14
2026-01-11,Uber Ride,-308.9
2026-02-19,Hotel Stay,-401.83
2026-04-09,Chipotle Mexican Grill,-470.25
2026-05-13,Spotify Premium,-362.4
2026-05-28,Software Subscription,-45.11
2026-04-28,Grocery Store,-101.2
2025-10-27,Internet Service,-230.93
2025-11-29,Flight Booking,-17.64
2026-03-11,Flight Booking,-103.69
2025-10-23,Parking Fee,-470.42
2026-01-10,Shell Gas Station,-485.7
2026-01-24,Gym Membership,-99.4
2025-10-31,Uber Ride,-436.34
2026-02-13,Starbucks Coffee,-373.84
2025-07-29,Gym Membership,-139.73
2025-12-18,Amazon Purchase,-64.65
2026-01-29,Gas Station,-47.59
2026-01-01,Uber Ride,-164.09
2025-10-15,Hotel Stay,-186.63
2025-10-27,Gym Membership,-450.49
2025-07-01,Spotify Premium,-310.99
2026-03-29,Restaurant Dinner,-464.57
2026-04-30,Payroll Direct Deposit,5408.83
2025-10-20,Dental Cleaning,-310.54
2025-12-27,Hotel Stay,-295.27
2026-05-07,Chipotle Mexican Grill,-177.85
2026-02-18,Insurance Premium,-77.58
2025-11-10,Netflix Subscription,-311.06
2025-11-26,CVS Pharmacy,-269.21
2026-05-06,Starbucks Coffee,-329.14
2026-01-20,Target Store,-490.01
2025-09-03,Amazon Purchase,-20.43
2026-05-04,Gym Membership,-66.19
2025-08-28,Whole Foods Market,-290.44
2025-08-02,Spotify Premium,-203.43
2025-10-27,Spotify Premium,-470.31
2025-11-08,Internet Service,-180.87
2026-04-14,Hotel Stay,-49.21
2025-09-06,Restaurant Dinner,-394.55
2025-10-30,Uber Ride,-127.51
2026-03-16,Netflix Subscription,-156.67
2026-05-08,Parking Fee,-415.47
2025-09-08,Insurance Premium,-429.44
2026-01-10,Starbucks Coffee,-15.8
2025-09-04,Insurance Premium,-40.06
2026-05-23,Insurance Premium,-242.54
2026-04-23,Internet Service,-187.43
2025-07-19,Amazon Purchase,-287.49
2026-03-06,Starbucks Coffee,-461.28
2025-11-26,Walmart Supercenter,-485.79
2026-03-24,Flight Booking,-247.88
2025-07-29,Insurance Premium,-366.68
2025-08-22,Software Subscription,-243.38
2025-11-08,Whole Foods Market,-463.52
2026-01-12,Whole Foods Market,-267.49
2026-01-19,Parking Fee,-142.47
2025-08-19,Dental Cleaning,-198.25
2026-04-25,Internet Service,-267.62
2025-12-01,Payroll Direct Deposit,4232.4
2026-05-22,Chipotle Mexican Grill,-119.84
2026-04-13,Gas Station,-137.04
2025-08-23,Home Depot,-239.34
2026-04-19,Uber Ride,-105.22
2026-04-14,Walmart Supercenter,-401.58
2025-10-03,Doctor Visit Copay,-275.44
2025-11-21,Target Store,-176.73
2025-10-10,Gym Membership,-334.16
2025-11-11,Restaurant Dinner,-319.59
2025-07-24,Amazon Purchase,-188.43
2025-12-21,Shell Gas Station,-88.5
2025-12-06,Payroll Direct Deposit,3922.98
2025-08-08,Gym Membership,-130.33
2026-02-04,Starbucks Coffee,-403.97
2025-09-24,Starbucks Coffee,-314.41
2026-03-15,CVS Pharmacy,-346.93
2026-01-01,Apple iTunes,-43.46
2025-08-01,CVS Pharmacy,-218.64
2026-02-10,Hotel Stay,-349.48
2026-01-01,Software Subscription,-379.82
2025-07-02,Target Store,-125.17
2025-08-03,Spotify Premium,-57.98
2025-10-14,Amazon Purchase,-11.54
2025-08-03,Uber Ride,-219.09
2025-08-30,Grocery Store,-404.74
2025-11-26,CVS Pharmacy,-141.27
2026-04-04,Parking Fee,-253.15
2025-12-13,Whole Foods Market,-55.19
2025-08-27,Starbucks Coffee,-247.62
2026-05-10,Gas Station,-207.42
2025-11-04,Insurance Premium,-421.38
2025-08-18,Netflix Subscription,-402.88
2026-01-31,Gym Membership,-415.24
2025-09-26,Gym Membership,-286.08
2025-11-08,Parking Fee,-249.45
2025-07-07,Software Subscription,-413.36
2026-02-15,Grocery Store,-21.77
2025-12-17,Parking Fee,-460.33
2026-01-28,Chipotle Mexican Grill,-285.48
2025-12-14,Payroll Direct Deposit,7641.14
2025-12-15,Internet Service,-436.1
2026-05-18,Rent Payment,-1477.28
2025-12-16,Restaurant Dinner,-456.47
2026-01-30,Payroll Direct Deposit,4179.22
2025-12-06,Gas Station,-237.61
2026-04-08,Software Subscription,-117.3
2025-07-26,Restaurant Dinner,-167.97
2025-08-27,Amazon Purchase,-252.75
2025-08-28,Dental Cleaning,-359.61
2026-04-18,Amazon Purchase,-325.62
2025-11-16,Netflix Subscription,-386.74
2026-04-30,Starbucks Coffee,-152.77
2025-09-27,Parking Fee,-313.39
2025-10-16,Software Subscription,-35.56
2025-09-23,Starbucks Coffee,-99.12
2025-10-12,Software Subscription,-226.59
2025-08-11,Apple iTunes,-24.51
2026-05-16,Home Depot,-486.06
2025-10-18,Home Depot,-171.45
2025-07-06,Doctor Visit Copay,-337.95
2026-03-28,Restaurant Dinner,-324.76
2025-12-18,Spotify Premium,-121.59
2025-09-08,Software Subscription,-367.4
2026-01-22,Restaurant Dinner,-459.92
2026-01-13,Hotel Stay,-190.37
2026-04-09,Netflix Subscription,-177.31
2026-02-21,Apple iTunes,-70.64
2026-01-10,Netflix Subscription,-304.49
2025-10-30,Grocery Store,-165.8
2025-12-23,Gym Membership,-92.52
2026-02-08,CVS Pharmacy,-490.33
2025-12-14,Payroll Direct Deposit,7341.76
2026-04-22,Hotel Stay,-461.36
2026-03-06,Starbucks Coffee,-497.49
2025-08-20,Starbucks Coffee,-25.82
2026-02-16,Rent Payment,-1595.2
2026-02-23,Netflix Subscription,-480.61
2026-02-12,Uber Ride,-85.41
2026-03-21,Gym Membership,-130.32
2025-09-02,Dental Cleaning,-358.25
2026-03-13,Dental Cleaning,-288.79
2025-07-05,Starbucks Coffee,-398.34
2025-11-22,Shell Gas Station,-352.84
2026-02-11,Insurance Premium,-77.09
2025-09-05,CVS Pharmacy,-289.38
2025-09-20,Rent Payment,-1457.72
2025-07-21,Amazon Purchase,-48.2
2025-09-12,Shell Gas Station,-164.62
2025-10-28,Starbucks Coffee,-460.53
2025-11-18,Dental Cleaning,-347.13
2025-09-06,Apple iTunes,-186.87
2025-07-08,Dental Cleaning,-250.34
2026-01-10,Electric Bill,-155.59
2025-12-27,Insurance Premium,-265.3
2025-08-15,Gas Station,-220.22
2025-07-19,Payroll Direct Deposit,4468.56
2026-01-25,Walmart Supercenter,-42.55
2025-11-04,Target Store,-105.34
2025-12-01,Apple iTunes,-348.61
2025-12-01,Apple iTunes,-222.8
2026-01-22,Flight Booking,-64.35
2026-02-13,Dental Cleaning,-21.49
2026-02-14,Chipotle Mexican Grill,-328.7
2026-04-10,Home Depot,-405.89
2025-11-27,Payroll Direct Deposit,7356.47
2026-02-17,Hotel Stay,-198.2
2026-04-20,CVS Pharmacy,-25.99
2025-08-20,Amazon Purchase,-490.8
2026-03-12,Electric Bill,-144.73
2026-03-19,Payroll Direct Deposit,4508.77
2026-01-08,Flight Booking,-44.47
2025-12-05,Target Store,-393.19
2026-03-11,Software Subscription,-202.76
2026-01-18,Whole Foods Market,-305.72
2025-12-11,Doctor Visit Copay,-221.15
2025-12-12,CVS Pharmacy,-218.2
2025-10-26,Electric Bill,-140.76
2025-10-29,Spotify Premium,-169.18
2026-05-20,Payroll Direct Deposit,3393.69
2025-11-17,Netflix Subscription,-240.55
2025-09-26,Target Store,-408.54
2025-08-28,Whole Foods Market,-317.05
2025-11-05,Uber Ride,-371.86
2026-05-25,Shell Gas Station,-71.48
2025-08-11,Gym Membership,-420.4
2025-09-19,Parking Fee,-355.49
2025-08-11,Flight Booking,-264.64
2025-08-19,Hotel Stay,-458.07
2026-02-28,Starbucks Coffee,-95.57
2025-10-03,Hotel Stay,-36.13
2025-10-31,Chipotle Mexican Grill,-43
2025-08-06,Doctor Visit Copay,-130.5
2025-07-11,Software Subscription,-387.37
2025-10-05,Hotel Stay,-40.15
2026-05-23,Gas Station,-191.87
2025-07-04,Flight Booking,-174.74
2026-04-20,Spotify Premium,-188.06
2026-03-10,Internet Service,-94.18
2026-03-29,Amazon Purchase,-451.77
2025-10-04,Insurance Premium,-257.58
2026-01-17,Amazon Purchase,-406.51
2026-02-08,Spotify Premium,-336.94
2026-03-27,Dental Cleaning,-44.66
2026-03-28,Flight Booking,-199.22
2025-11-04,Starbucks Coffee,-223.54
2025-12-01,Internet Service,-383.73
2025-07-21,Uber Ride,-199.77
2025-09-13,Whole Foods Market,-409.53
2025-11-04,Internet Service,-14.97
2025-12-14,Dental Cleaning,-215.06
2026-01-17,Gym Membership,-327.09
2026-01-18,Insurance Premium,-404.88
2025-11-16,Restaurant Dinner,-57.62
2025-11-02,Doctor Visit Copay,-378.11
2025-08-21,Rent Payment,-1793.63
2025-10-17,Doctor Visit Copay,-402.18
2025-08-30,CVS Pharmacy,-44.79
2025-08-16,Starbucks Coffee,-327.79
2026-04-21,Whole Foods Market,-465.27
2025-11-17,Spotify Premium,-257.42
2026-04-08,Hotel Stay,-479.25
2026-04-21,Whole Foods Market,-377.58
2026-03-19,Parking Fee,-87.04
2026-05-10,Shell Gas Station,-289.26
2025-08-19,Rent Payment,-2560.68
2025-11-21,Chipotle Mexican Grill,-265.97
2025-07-22,Insurance Premium,-287.25
2026-04-01,Software Subscription,-140.12
2026-05-31,Hotel Stay,-172.55
2026-04-26,Dental Cleaning,-262.04
2026-02-07,Home Depot,-79.94
2026-01-11,Restaurant Dinner,-318.09
2026-04-30,Amazon Purchase,-205.5
2026-01-19,Internet Service,-55.27
2026-02-25,Restaurant Dinner,-316.91
2026-01-26,Insurance Premium,-86.92
2026-01-02,Spotify Premium,-190.77
2025-12-26,Hotel Stay,-189.72
2026-03-18,Starbucks Coffee,-377.78
2025-12-09,Chipotle Mexican Grill,-275.57
2025-10-01,Restaurant Dinner,-135.08
2026-03-10,Payroll Direct Deposit,3342.89
2025-09-07,CVS Pharmacy,-100.59
2025-08-26,Starbucks Coffee,-60.56
2025-07-15,Payroll Direct Deposit,6290.92
2025-11-21,Doctor Visit Copay,-346.06
2025-08-30,Internet Service,-374.04
2025-07-10,Uber Ride,-23.02
2025-10-18,Spotify Premium,-347.46
2025-07-14,Home Depot,-386.78
2026-01-27,Amazon Purchase,-443.66
2026-04-23,Chipotle Mexican Grill,-46.86
2026-05-09,Amazon Purchase,-179
2026-05-04,Gas Station,-378.14
2025-10-03,Shell Gas Station,-440.49
2026-05-20,Internet Service,-412.79
2026-03-16,Grocery Store,-153.68
2025-07-04,Amazon Purchase,-44.25
2025-07-13,Whole Foods Market,-357.55
2025-08-29,Hotel Stay,-423.21
2025-11-08,Uber Ride,-309.7
2026-02-13,Software Subscription,-312.94
2026-04-11,Amazon Purchase,-256.18
2025-12-07,Walmart Supercenter,-121.9
2026-05-08,Grocery Store,-278.36
2026-03-08,Shell Gas Station,-431.32
2025-10-06,Walmart Supercenter,-322.51
2026-03-13,Parking Fee,-471.95
2025-08-05,Amazon Purchase,-364.86
2026-01-09,Spotify Premium,-150.75
2025-08-09,Dental Cleaning,-446.45
